#Organism Group	Strain	Isolate identifiers	Serovar	Isolate	Create date	Location	Isolation Source	Isolation type	SNP cluster	Min-same	Min-diff	BioSample	Assembly	AMR genotypes	Computed types
Acinetobacter baumannii	ABBL067l	"ABBL067l","SRS1099632"		PDT000092648.1	2015-10-27T21:02:44Z	USA: Chicago	blood	clinical	PDS000047366.1	4		SAMN04145689	GCA_001415015.1	aac(3)-IIe=COMPLETE,aac(6')-Ian=COMPLETE,abaF=COMPLETE,adeC=MISTRANSLATION,adeS_G336S=POINT,adeS_N125K=POINT,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC=COMPLETE,blaOXA-24=COMPLETE,blaOXA-65=COMPLETE,blaTEM-1=COMPLETE,cml=HMM,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	TG60017	"SRS3954118","TG60017"		PDT000418790.1	2018-12-15T04:24:37Z	USA: Arizona	trach asp	clinical	PDS000047394.1	0		SAMN10261561	GCA_003948895.1	aadA2=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-56=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	TG60019	"SRS3954025","TG60019"		PDT000418812.1	2018-12-15T04:28:34Z	USA: Arizona	trach asp	clinical	PDS000047394.1	0		SAMN10261581	GCA_003949305.1	aadA2=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-56=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ARLG_6319	"ARLG_6319","SRS7470367"		PDT000863678.1	2020-10-13T03:34:38Z	USA:Pittsburgh	wound	clinical	PDS000073537.1	6		SAMN16351105	GCA_014882325.1	aadA2=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=PARTIAL,aph(3')-VIa=COMPLETE,blaADC=COMPLETE,blaOXA-23=COMPLETE,blaOXA-82=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE	
Acinetobacter baumannii	ARLG_6318	"ARLG_6318","SRS7470366"		PDT000863679.1	2020-10-13T03:35:04Z	USA:Pittsburgh	other	clinical	PDS000073537.1	6		SAMN16351104	GCA_014882365.1	aadA2=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=PARTIAL_END_OF_CONTIG,aph(3')-VIa=COMPLETE,blaADC=COMPLETE,blaOXA-23=COMPLETE,blaOXA-82=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE	
Acinetobacter baumannii	ARLG_6393	"ARLG_6393","SRS7470331"		PDT000863610.1	2020-10-13T03:15:34Z	USA:Cleveland	blood	clinical	PDS000073536.1	0		SAMN16351178	GCA_014880945.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	ARLG_6313	"ARLG_6313","SRS7470361"		PDT000863667.1	2020-10-13T03:32:10Z	USA:Cleveland	urine	clinical	PDS000073536.1	0		SAMN16351099	GCA_014882115.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-30=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	2020GO-00024	"2020GO-00024","SRS7590599"		PDT000868666.1	2020-10-27T03:25:22Z	USA		clinical	PDS000085571.1	40		SAMN16552508	GCA_016475265.1	aac(6')-Ian=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-87=COMPLETE,blaOXA-23=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(39)=COMPLETE	
Acinetobacter baumannii	2020GO-0192	"2020GO-0192","SRS8871338"		PDT001019282.1	2021-05-06T01:21:30Z	USA	Specimen from wound	clinical	PDS000085571.1	40		SAMN19022482	GCA_018288095.1	aac(6')-Ian=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,aph(3')-VIa=COMPLETE,aph(3')-VIa=PARTIAL_END_OF_CONTIG,blaADC-87=COMPLETE,blaOXA-23=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii		"2021QW-00005","SRS8672026"		PDT001002876.1	2021-04-09T22:29:01Z	USA		clinical	PDS000085141.1	18		SAMN18686034	GCA_017905775.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-56=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	2021GN-00024	"2021GN-00024","SRS8761250"		PDT001012179.1	2021-04-24T13:23:26Z	USA		clinical	PDS000085141.1	18		SAMN18849906	GCA_018169575.1	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(3')-Ia=PARTIAL_END_OF_CONTIG,aph(3')-VIa=COMPLETE,aph(3')-VIa=PARTIAL_END_OF_CONTIG,aph(6)-Id=COMPLETE,blaADC-56=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	Acinetobacter nosocomialis, AB1057	"AB1057","Acinetobacter nosocomialis, AB1057","SRS6518717"		PDT000751255.1	2020-05-30T16:15:18Z	USA	not collected	clinical	PDS000084876.1	0		SAMN14669772	GCA_016487565.1	aac(3)-IIe=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC=COMPLETE,blaOXA-51=COMPLETE,blaOXA-58=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,sul2=PARTIAL_END_OF_CONTIG	
Acinetobacter baumannii	2020EL-00070	"2020EL-00070","SRS8589117"		PDT001009194.1	2021-04-18T03:25:09Z	USA	Tissue, Back-Schial/Wound	clinical	PDS000084878.1	6		SAMN18511045	GCA_018068245.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-222=COMPLETE,blaOXA-24=COMPLETE,blaOXA-95=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT	
Acinetobacter baumannii	2020EL-00069	"2020EL-00069","SRS8589116"		PDT001009195.1	2021-04-18T03:25:13Z	USA	urine	clinical	PDS000084878.1	6		SAMN18511044	GCA_018068265.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-222=COMPLETE,blaOXA-24=COMPLETE,blaOXA-95=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	MRSN15084	"MRSN15084","SRS1155449"		PDT000094633.1	2015-11-09T23:03:34Z	USA:Washington, DC	sterile tissue of foot	clinical	PDS000005790.2	0		SAMN04229823	GCA_001441565.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-76=COMPLETE,blaMCA=COMPLETE,blaOXA-68=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(39)=COMPLETE	
Acinetobacter baumannii	MRSN15084	"MRSN 15084","MRSN15084","SRS1335145"		PDT000113595.1	2016-03-11T04:26:16Z	USA:Washington, DC	TISSUE	clinical	PDS000005790.2	0		SAMN04545391	GCA_016528845.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-76=COMPLETE,blaMCA=COMPLETE,blaOXA-68=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(39)=COMPLETE	
Acinetobacter baumannii	MRSN7214	"MRSN 7214","MRSN7214","SRS1340565"		PDT000114711.1	2016-03-15T22:11:09Z	USA:Washington, DC	wound	clinical	PDS000005790.2	1		SAMN04555490	GCA_016520815.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-76=COMPLETE,blaMCA=COMPLETE,blaOXA-68=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(39)=COMPLETE	
Acinetobacter baumannii	ABBL068	"ABBL068","SRS1099642"		PDT000092649.1	2015-10-27T21:02:50Z	USA: Chicago	blood	clinical	PDS000047364.1	28		SAMN04145690	GCA_001415025.1	aac(3)-IIe=COMPLETE,aac(6')-Ian=COMPLETE,abaF=COMPLETE,adeC=MISTRANSLATION,adeS_G336S=POINT,adeS_N125K=POINT,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-215=COMPLETE,blaOXA-24=COMPLETE,blaOXA-65=COMPLETE,blaTEM-1=COMPLETE,cml=HMM,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	ABBL069	"ABBL069","SRS1099640"		PDT000092666.1	2015-10-27T21:05:56Z	USA: Chicago	blood	clinical	PDS000047364.1	30		SAMN04145691	GCA_001415345.1	aac(3)-IIe=COMPLETE,aac(6')-Ian=COMPLETE,abaF=COMPLETE,adeC=MISTRANSLATION,adeS_G336S=POINT,adeS_N125K=POINT,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-VIa=COMPLETE,aph(6)-Id=COMPLETE,blaADC-215=COMPLETE,blaOXA-65=COMPLETE,blaOXA=PARTIAL_END_OF_CONTIG,blaTEM-1=COMPLETE,cml=HMM,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	MRSN1308	"MRSN 1308","MRSN1308","SRS1334360"		PDT000113222.1	2016-03-10T19:26:26Z	USA:Washington, DC	blood	clinical	PDS000047365.1	0		SAMN04515792	GCA_016529985.1	amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-242=COMPLETE,blaOXA-314=COMPLETE	
Acinetobacter baumannii	AB967	"AB967"		PDT000123378.1	2016-04-06T20:01:36Z	USA: Walter Reed Army Medical Center	blood	clinical	PDS000047365.1	0		SAMN03078659	GCA_001612025.1	amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-242=COMPLETE,blaOXA-314=COMPLETE	
Acinetobacter baumannii	MRSN7345	"MRSN 7345","MRSN7345","MRSN_ISO_7345","SRS1279264"		PDT000106894.1	2016-02-15T16:23:47Z	USA:Washington, DC	wound	environmental/other	PDS000047376.1	6	6	SAMN04479995	GCA_016538605.1	amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-242=COMPLETE,blaOXA-314=COMPLETE	
Acinetobacter baumannii	MRSN7347	"MRSN 7347","MRSN7347","MRSN_ISO_7347","SRS1279263"		PDT000106895.1	2016-02-15T16:23:47Z	USA:Washington, DC	blood	environmental/other	PDS000047376.1	6	0	SAMN04479996	GCA_016538615.1	amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-242=COMPLETE,blaOXA-314=COMPLETE	
Acinetobacter baumannii	MRSN7346	"MRSN 7346","MRSN7346","SRS1316882"		PDT000111400.1	2016-03-01T22:25:57Z	USA:Washington, DC	blood	clinical	PDS000047376.1		0	SAMN04516582	GCA_016534845.1	amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-242=COMPLETE,blaOXA-314=COMPLETE	
Acinetobacter baumannii	ABUH575	"ABUH575","GCID_ACINM_00302_biosample","SRS2509556"		PDT000216835.1	2017-06-08T22:12:44Z	USA	urine	clinical	PDS000047391.1	0		SAMN06461831	GCA_002183275.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-162=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	ABUH580	"ABUH580","GCID_ACINM_00304_biosample","SRS2509559"		PDT000216836.1	2017-06-08T22:12:57Z	USA	urine	clinical	PDS000047391.1	0		SAMN06461829	GCA_002183325.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,blaADC-162=COMPLETE,blaOXA-23=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	TG27295	"TG27295"		PDT000016433.1	2013-08-21T23:06:06Z	USA		clinical	PDS000047346.1	14		SAMN02055531	GCA_000453265.1	aadA2=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,ampC=HMM,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaOXA-223=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT	
Acinetobacter baumannii	MRSN11831	"MRSN 11831","MRSN11831","MRSN_ISO_11831","SRS1271528"		PDT000106870.1	2016-02-15T16:23:46Z	USA:Washington, DC	wound	environmental/other	PDS000005016.1	1		SAMN04450963	GCA_016539045.1	aac(3)-Ia=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,bla=HMM,blaADC-80=COMPLETE,blaADC=PARTIAL_END_OF_CONTIG,blaOXA-316=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE	
Acinetobacter baumannii	MRSN1998	"MRSN 1998","MRSN1998","MRSN_ISO_1998","SRS1271524"		PDT000106875.1	2016-02-15T16:23:46Z	USA:Washington, DC	wound	environmental/other	PDS000005016.1	1		SAMN04450968	GCA_016538945.1	aac(3)-Ia=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,bla=HMM,blaADC-80=COMPLETE,blaADC=PARTIAL_END_OF_CONTIG,blaOXA-316=COMPLETE,blaTEM-1=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE	
Acinetobacter baumannii	ABBL105	"ABBL105","SRS1099515"		PDT000092678.1	2015-10-27T21:08:02Z	USA: Chicago	blood	clinical	PDS000005664.1	0		SAMN04145723	GCA_001415595.1	aac(3)-IIe=COMPLETE,abaF=COMPLETE,adeC=MISTRANSLATION,adeS_G336S=POINT,adeS_N125K=POINT,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-215=COMPLETE,blaOXA-24=COMPLETE,blaOXA-65=COMPLETE,blaTEM-1=COMPLETE,cml=HMM,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	ABBL106	"ABBL106","SRS1099514"		PDT000092700.1	2015-10-27T21:12:09Z	USA: Chicago	blood	clinical	PDS000005664.1	0		SAMN04145724	GCA_001416035.1	aac(3)-IIe=COMPLETE,aac(6')-Ian=COMPLETE,abaF=COMPLETE,adeC=MISTRANSLATION,adeS_G336S=POINT,adeS_N125K=POINT,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-215=COMPLETE,blaOXA-65=COMPLETE,blaTEM-1=COMPLETE,cml=HMM,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	ARLG-1788	"ARLG-1788","GCID_PABU_14_biosam","SRS2146839"		PDT000217698.1	2017-06-09T13:01:51Z	USA: Unknown	blood	clinical	PDS000005029.8	10		SAMN06827877	GCA_002184325.1	abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-VIa=COMPLETE,blaADC-212=COMPLETE,blaOXA-23=COMPLETE,blaOXA-71=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul1=COMPLETE	
Acinetobacter baumannii	MRSN15070	"MRSN15070"		PDT000534487.1	2019-06-27T03:39:35Z	USA	wound	clinical	PDS000004984.3		0	SAMN12087731	GCA_006494115.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,bla=HMM,blaADC=COMPLETE,blaOXA-263=COMPLETE	
Acinetobacter baumannii	BR097	"ABR097","BR097"		PDT000033761.1	2014-06-16T19:03:42Z	USA: KY	sputum	clinical	PDS000005656.1	0		SAMN02803875	GCA_000708775.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-222=COMPLETE,blaOXA-24=COMPLETE,blaOXA-95=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	BU310	"ABU310","BU310"		PDT000033762.1	2014-06-16T19:03:56Z	USA: KY	urinary catheter	clinical	PDS000005656.1	0		SAMN02803891	GCA_000708795.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-222=COMPLETE,blaOXA-95=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,tet(B)=COMPLETE	
Acinetobacter baumannii	ABBL001	"ABBL001","SRS1099468"		PDT000093829.1	2015-11-05T19:03:56Z	USA: Chicago	blood	clinical	PDS000004993.1	0		SAMN04145613	GCA_001432685.1	aac(6')-Ib3=COMPLETE,amvA=COMPLETE,blaADC=COMPLETE,blaOXA-241=COMPLETE,blaTEM-1=COMPLETE,fos=HMM,gyrA_S81L=POINT,parC_E88K=POINT	
Acinetobacter baumannii	ABBL004	"ABBL004","SRS1099563"		PDT000093830.1	2015-11-05T19:04:04Z	USA: Chicago	blood	clinical	PDS000004993.1	0		SAMN04145615	GCA_001432705.1	aac(6')-Ib3=COMPLETE,amvA=COMPLETE,blaADC=COMPLETE,blaOXA-241=COMPLETE,blaTEM-1=COMPLETE,fos=HMM,gyrA_S81L=POINT,parC_E88K=POINT	
Acinetobacter baumannii	ABBL070	"ABBL070","SRS1099639"		PDT000092651.1	2015-10-27T21:03:14Z	USA: Chicago	blood	clinical	PDS000004979.1	1		SAMN04145692	GCA_001415065.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-241=COMPLETE,blaOXA-98=COMPLETE,sul2=COMPLETE	
Acinetobacter baumannii	ABBL071	"ABBL071","SRS1099637"		PDT000092652.1	2015-10-27T21:03:32Z	USA: Chicago	blood	clinical	PDS000004979.1	1		SAMN04145693	GCA_001415085.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-241=COMPLETE,blaOXA-98=COMPLETE,sul2=COMPLETE	
Acinetobacter baumannii	TG02017	"TG02017"		PDT000016450.1	2013-08-21T23:10:55Z	USA	perianal	clinical	PDS000039312.1	0		SAMN02055497	GCA_000453605.1	amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-156=COMPLETE,blaOXA-120=COMPLETE,blaOXA-235=COMPLETE	
Acinetobacter baumannii	TG89548	"SRS3954104","TG89548"		PDT000418813.1	2018-12-15T04:28:43Z	USA: Arizona	eye	clinical	PDS000039312.1	0		SAMN10261572	GCA_003949335.1	amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-156=COMPLETE,blaOXA-120=COMPLETE	
Acinetobacter baumannii	ORABMayT	"GCID_ACINM_00018","ORABMayT","SRS1256784"		PDT000104508.2	2017-01-11T22:04:51Z	USA: Multnomah County, Oregon	trachea	clinical	PDS000055367.1		15	SAMN04432981	GCA_001541045.2	aac(6')-Ib'=COMPLETE,aadA1=COMPLETE,abaF=COMPLETE,adeC=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(3')-Ia=COMPLETE,aph(6)-Id=COMPLETE,armA=COMPLETE,blaADC-30=COMPLETE,blaOXA-66=COMPLETE,blaTEM-1=COMPLETE,catB8=COMPLETE,gyrA_S81L=POINT,mph(E)=COMPLETE,msr(E)=COMPLETE,parC_S84L=POINT,sul1=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	2019HL-00827	"2019HL-00827","SRS7822721"		PDT000901842.1	2020-12-02T18:26:17Z	USA		clinical	PDS000076715.1	14		SAMN16981896	GCA_016470955.1	aac(6')-Ian=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaADC-87=COMPLETE,blaOXA-23=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	2020HL-00854	"2020HL-00854","SRS7822898"		PDT000901874.1	2020-12-02T19:37:52Z	USA		clinical	PDS000076715.1	14		SAMN16982399	GCA_016471115.1	aac(6')-Ian=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaADC-87=COMPLETE,blaOXA-23=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE	
Acinetobacter baumannii	2018HL-00814	"2018HL-00814","SRS7822465"		PDT000901810.1	2020-12-02T18:26:05Z	USA	tracheal aspirate isolate	clinical	PDS000076716.1	1		SAMN16981838	GCA_016470995.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-87=COMPLETE,blaOXA-23=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,tet(39)=COMPLETE	
Acinetobacter baumannii	2018HL-00813	"2018HL-00813","SRS7822464"		PDT000901811.1	2020-12-02T18:26:05Z	USA	tracheal aspirate isolate	clinical	PDS000076716.1	1		SAMN16981837	GCA_016470975.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-87=COMPLETE,blaOXA-23=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,tet(39)=COMPLETE	
Acinetobacter baumannii	ATCC 17961	"AB17961","ATCC 17961","ATCC:17961","SRS3036266"		PDT000912416.1	2020-12-10T15:52:13Z	USA	blood	clinical	PDS000077165.1		19	SAMN08687991	GCA_015910475.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-158=COMPLETE,blaOXA-98=COMPLETE,sul2=COMPLETE	
Acinetobacter baumannii		"2020EP-00082","SRS8034471"		PDT000932671.1	2021-01-15T01:25:41Z	USA	sputum	clinical	PDS000078826.1	0		SAMN17316896		aac(6')-Ian=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-222=COMPLETE,blaOXA-24=COMPLETE,blaOXA-95=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii		"2020EP-00077","SRS8034469"		PDT000932674.1	2021-01-15T01:25:41Z	USA	sputum	clinical	PDS000078826.1	0		SAMN17316893		aac(6')-Ian=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3'')-Ib=COMPLETE,aph(6)-Id=COMPLETE,blaADC-222=COMPLETE,blaOXA-24=COMPLETE,blaOXA-95=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(B)=COMPLETE	
Acinetobacter baumannii	2021DK-00038	"2021DK-00038","SRS8768786"		PDT001012201.1	2021-04-24T21:24:02Z	USA	sputum	clinical	PDS000085140.1	10		SAMN18823011	GCA_018169115.1	aac(6')-Ian=COMPLETE,abaF=COMPLETE,amvA=COMPLETE,ant(2'')-Ia=COMPLETE,ant(3'')-IIa=COMPLETE,aph(3')-Ia=COMPLETE,blaADC-87=COMPLETE,blaOXA-23=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(39)=COMPLETE	
Acinetobacter baumannii	2021DK-00008	"2021DK-00008","SRS8768752"		PDT001012234.1	2021-04-24T21:24:15Z	USA	wound	clinical	PDS000085140.1	12		SAMN18822981	GCA_018168815.1	abaF=COMPLETE,amvA=COMPLETE,ant(3'')-IIa=COMPLETE,blaADC-87=COMPLETE,blaOXA-23=COMPLETE,blaOXA=COMPLETE,gyrA_S81L=POINT,parC_S84L=POINT,sul2=COMPLETE,tet(39)=COMPLETE	
